word	contexts	definitions	hypernyms	domain	labels
string	With that being said , nickel strings definitely have a richer tone with more body than steel strings .	In computer programming, a string is traditionally a sequence of characters, either as a literal constant or as some kind of variable. The latter may allow its elements to be mutated and the length changed, or it may be fixed (after creation). A string is generally considered as a data type and is often implemented as an array data structure of bytes (or words) that stores a sequence of elements, typically characters, using some character encoding. String may also denote more general arrays or other sequence (or list) data types and structures.	['primitive_data_type']	3	0
americano	1/15/2011 10:11 AM christao408 Oh , I 'd like to try an Americano , although that may probably make me blush like a pink salmon ! 1/15/2011 10:31 AM CurryPuffy I love Compari - using a hit of soda with a twist is my favorite !	"The Americano is an iba official cocktail composed of Campari, sweet vermouth, and for the sparkling version, club soda. The cocktail was first served in creator Gaspare Campari's bar, Caffè Campari, in the 1860s. It was originally known as the ""Milano-Torino"" because of its ingredients: Campari, the bitter liqueur, is from Milan (Milano) and Punt e Mes, the vermouth, is from Turin (Torino)."	['cocktail']	2	1
corona	The glowing white corona can then be seen surrounding the eclipsed Sun .	A viral disorder characterized by high fever; cough; dyspnea; renal dysfunction and other symptoms of a viral pneumonia. A coronavirus sars-CoV-2 in the genus betacoronavirus is the suspected agent.	['pneumonia', 'viral_pneumonia', 'coronavirus_infection']	1	0
manhattan	I had clipped one of those articles , and Raymond and I were able to find most of the brands Beppi was recommending at the good old Tweed liquor store . And I can now make a mean Manhattan - just like Beppi , who in a helpful video can show you how too , here . Finally , what might be the most exciting one of all : a winery in central Hastings !	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	['cocktail']	2	1
vesper	Kina Lillet , has a distinctive orange-based flavor that differs from the Vermouth used in a Martini , and changes the character of the drink a bit . You can still create a pretty good approximation of the original Vesper , even though Kina Lillet has n't been made for over 20 years . It turns out that Kina is another name for quinine .	The Vesper or Vesper Martini is a cocktail that was originally made of gin, vodka, and Kina Lillet.	['cocktail']	2	1
cosmo	Although there are a few vehicles that have crept past this limit , we 're told that the top-line versions of the Series 8 Type R and RS models are dead-on the 280ps ceiling . The only mass-produced rotary engine that exceeds the 280ps limit is the triple-rotor twin-turbo 20B Cosmo ( which is reputedly good for around 300ps or 221kW ) . Okay , so the Series 8 RX-7 might not go down in history as the most powerful production rotary - but it is certainly the fastest .	A cosmopolitan, or informally a cosmo, is a cocktail made with vodka, triple sec, cranberry juice, and freshly squeezed lime juice or sweetened lime juice.	['cocktail']	2	0
endorsement	a Democrat usually gets the union 's endorsement	the act of endorsing	['support']	0	0
dengue	His blood test result reveals that he is infected by Dengue virus , possibly from our Indonesia trip last week .	An acute febrile disease transmitted by the bite of aedes mosquitoes infected with dengue virus. It is self-limiting and characterized by fever, myalgia, headache, and rash. severe dengue is a more virulent form of dengue.	['flavivirus_infection', 'hemorrhagic_fever', 'viral_hemorrhagic_fever', 'arbovirus_infection']	1	0
victory	clinched a victory	a successful ending of a struggle or contest	['ending', 'conclusion', 'finish']	0	1
pattern	the American constitution has provided a pattern for many republics	a customary way of operation or behavior	['activity']	0	0
dengue	Dengue Fever was busy with a lot of things -- touring , setting aside a couple of months to work on our next album -- and so this was going to be another thing we would have to do .	An acute febrile disease transmitted by the bite of aedes mosquitoes infected with dengue virus. It is self-limiting and characterized by fever, myalgia, headache, and rash. severe dengue is a more virulent form of dengue.	['flavivirus_infection', 'hemorrhagic_fever', 'viral_hemorrhagic_fever', 'arbovirus_infection']	1	0
captain	a captain of industry	the leader of a group of people	['leader']	0	1
slave	a slave to fashion	someone entirely dominated by some influence or person	['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']	0	1
kuru	This time coincides with the early Kuru kingdom , shifting the center of Vedic culture east from the Punjab into what is now Uttar Pradesh .	A prion disease found exclusively among the Fore linguistic group natives of the highlands of new guinea. The illness is primarily restricted to adult females and children of both sexes. It is marked by the subacute onset of tremor and ataxia followed by motor weakness and incontinence. Death occurs within 3-6 months of disease onset. The condition is associated with ritual cannibalism, and has become rare since this practice has been discontinued. Pathologic features include a noninflammatory loss of neurons that is most prominent in the cerebellum, glial proliferation, and amyloid plaques. (From Adams et al., Principles of Neurology, 6th ed, p773)	['prion_disease']	1	0
seal	a coat of seal	fastener that provides a tight and perfect closure	['fastener', 'fastening', 'holdfast', 'fixing']	0	0
kuru	Some people believe that `` The epic 's setting certainly has a historical precedent in Vedic India , where the Kuru kingdom was the center of political power in the late 2nd and early 1st millennia BCE .	A prion disease found exclusively among the Fore linguistic group natives of the highlands of new guinea. The illness is primarily restricted to adult females and children of both sexes. It is marked by the subacute onset of tremor and ataxia followed by motor weakness and incontinence. Death occurs within 3-6 months of disease onset. The condition is associated with ritual cannibalism, and has become rare since this practice has been discontinued. Pathologic features include a noninflammatory loss of neurons that is most prominent in the cerebellum, glial proliferation, and amyloid plaques. (From Adams et al., Principles of Neurology, 6th ed, p773)	['prion_disease']	1	0
